"origen","destino","tipo_via","distancia_km","tiempo_min","nivel_trafico","trafico","capacidad","velocidad_max","prioridad_via","bidireccional"
"La Molina_620","Ate_475","avenida","6","20","1","trafico libre","500","50","alta","si"
"Ate_971","La Molina_277","avenida","6","12","3","trafico alto","60","60","baja","no"
"San Juan de Lurigancho_615","Ate_1420","calle","2","7","3","trafico alto","100","30","media","no"
"Chorrillos_1227","Barranco_1380","autopista","13","42","1","trafico libre","100","100","baja","si"
"San Miguel_1405","Callao_208","avenida","3","15","1","trafico libre","150","50","baja","si"
"Rimac_814","Comas_1095","calle","1","3","3","trafico alto","250","30","media","no"
"La Molina_1123","Surco_800","calle","2","4","4","trafico extremo","150","40","alta","no"
"Surco_1377","La Molina_836","autopista","9","33","2","trafico moderado","500","80","alta","no"
"Chorrillos_1034","Villa El Salvador_112","avenida","4","13","2","trafico moderado","60","60","alta","no"
"San Miguel_1264","San Isidro_1057","calle","3","14","2","trafico moderado","40","40","media","no"
"Ate_479","San Juan de Lurigancho_1441","calle","4","13","2","trafico moderado","60","30","media","si"
"Surco_630","San Borja_267","avenida","4","16","1","trafico libre","500","50","baja","si"
"Villa El Salvador_607","Chorrillos_206","autopista","10","35","2","trafico moderado","250","80","alta","no"
"Barranco_706","Surco_1176","calle","4","16","4","trafico extremo","250","30","media","si"
"Miraflores_306","Surco_1219","calle","3","15","3","trafico alto","60","40","alta","si"
"Callao_49","Los Olivos_641","calle","1","3","2","trafico moderado","60","40","baja","no"
"Barranco_688","Miraflores_661","autopista","14","40","1","trafico libre","40","100","media","no"
"San Isidro_1140","Miraflores_176","calle","3","6","3","trafico alto","100","30","alta","si"
"Surco_388","La Molina_898","calle","4","18","3","trafico alto","500","30","alta","si"
"Surco_858","La Molina_1290","autopista","13","62","2","trafico moderado","250","80","media","si"
"Surco_1482","San Borja_528","avenida","3","14","2","trafico moderado","150","60","baja","si"
"Ate_529","San Juan de Lurigancho_1201","avenida","5","10","1","trafico libre","60","60","alta","no"
"La Molina_2","Surco_823","calle","2","4","2","trafico moderado","100","30","media","si"
"Rimac_769","Comas_67","calle","3","14","2","trafico moderado","250","30","media","si"
"Villa El Salvador_415","Chorrillos_558","calle","5","15","3","trafico alto","100","30","baja","no"
"Los Olivos_86","Comas_21","avenida","3","8","2","trafico moderado","150","60","alta","si"
"Chorrillos_928","Villa El Salvador_1367","autopista","9","36","2","trafico moderado","100","80","baja","si"
"Comas_833","Rimac_1464","calle","5","25","2","trafico moderado","500","40","alta","si"
"Miraflores_1193","San Isidro_666","calle","3","10","2","trafico moderado","500","40","alta","si"
"San Juan de Lurigancho_34","Rimac_1373","avenida","7","31","3","trafico alto","250","60","media","no"
"Barranco_496","Miraflores_681","autopista","11","30","1","trafico libre","100","80","baja","si"
"La Molina_238","Surco_165","autopista","13","28","2","trafico moderado","500","80","baja","si"
"Villa El Salvador_755","Surco_517","calle","2","5","3","trafico alto","40","40","alta","si"
"Comas_318","Los Olivos_362","autopista","12","28","2","trafico moderado","250","80","media","no"
"Callao_835","San Miguel_194","autopista","13","44","1","trafico libre","60","100","baja","si"
"San Miguel_922","San Isidro_1325","autopista","13","65","2","trafico moderado","150","100","media","no"
"San Miguel_1086","San Isidro_513","autopista","11","35","1","trafico libre","100","100","media","si"
"San Isidro_1056","Miraflores_386","calle","2","8","3","trafico alto","500","30","alta","si"
"La Molina_742","Ate_288","autopista","10","40","1","trafico libre","150","80","baja","si"
"Miraflores_111","Barranco_1303","autopista","8","34","1","trafico libre","250","80","alta","no"
"San Borja_525","La Molina_1180","avenida","7","22","3","trafico alto","250","60","alta","si"
"Surco_625","Barranco_54","autopista","9","30","1","trafico libre","500","100","alta","no"
"Villa El Salvador_465","Surco_823","calle","5","20","2","trafico moderado","100","40","media","no"
"Ate_390","La Molina_1477","avenida","8","35","1","trafico libre","60","50","media","si"
"Barranco_1484","Chorrillos_571","avenida","8","25","2","trafico moderado","150","50","alta","no"
"San Isidro_1081","Miraflores_883","avenida","6","30","2","trafico moderado","40","60","alta","no"
"Comas_844","Los Olivos_753","autopista","13","27","1","trafico libre","60","100","baja","si"
"San Isidro_1181","San Borja_660","autopista","13","34","1","trafico libre","40","100","media","no"
"Villa El Salvador_792","Surco_1475","autopista","14","36","1","trafico libre","60","80","baja","no"
"Barranco_1387","Chorrillos_904","avenida","5","12","2","trafico moderado","500","60","baja","no"
"San Isidro_1497","Rimac_224","autopista","10","37","2","trafico moderado","250","80","baja","si"
"Barranco_1196","Miraflores_1445","avenida","8","34","2","trafico moderado","40","50","baja","no"
"Chorrillos_432","Villa El Salvador_1143","avenida","6","18","1","trafico libre","60","50","media","no"
"San Miguel_342","San Isidro_619","avenida","9","35","2","trafico moderado","60","60","alta","no"
"San Miguel_1431","San Isidro_652","autopista","12","30","1","trafico libre","500","80","media","si"
"Callao_1042","San Miguel_1240","avenida","7","34","1","trafico libre","500","50","baja","no"
"Ate_671","San Juan de Lurigancho_1441","avenida","8","17","3","trafico alto","150","60","alta","si"
"Ate_141","San Juan de Lurigancho_1381","autopista","13","51","1","trafico libre","60","80","alta","si"
"Villa El Salvador_181","Chorrillos_271","avenida","4","18","2","trafico moderado","500","50","baja","si"
"Comas_1","Los Olivos_4","avenida","9","34","3","trafico alto","60","60","media","si"
"Chorrillos_1122","Villa El Salvador_1001","autopista","15","45","1","trafico libre","100","80","baja","no"
"Comas_1480","Rimac_757","avenida","8","17","1","trafico libre","100","60","media","si"
"Los Olivos_249","Callao_692","autopista","8","35","2","trafico moderado","40","100","alta","si"
"Surco_1135","Barranco_379","autopista","12","24","1","trafico libre","100","100","media","si"
"San Borja_430","San Isidro_1079","avenida","9","43","3","trafico alto","100","60","alta","si"
"Barranco_993","Miraflores_1332","calle","3","14","2","trafico moderado","250","40","media","si"
"Ate_1199","La Molina_1182","calle","3","15","2","trafico moderado","40","30","baja","no"
"Barranco_159","Miraflores_1161","avenida","8","40","2","trafico moderado","150","60","alta","no"
"San Borja_502","San Isidro_744","avenida","4","10","3","trafico alto","500","60","alta","si"
"Barranco_1174","Miraflores_852","autopista","11","28","2","trafico moderado","40","80","media","si"
"Ate_1302","La Molina_154","avenida","4","15","1","trafico libre","100","60","baja","no"
"San Isidro_1409","Miraflores_1118","calle","2","7","3","trafico alto","100","40","alta","no"
"Comas_696","Rimac_920","calle","2","9","4","trafico extremo","150","30","baja","no"
"Chorrillos_1208","Barranco_1107","autopista","12","35","2","trafico moderado","150","100","alta","si"
"Ate_63","San Juan de Lurigancho_544","calle","2","9","3","trafico alto","40","40","baja","si"
"Villa El Salvador_756","Chorrillos_317","avenida","6","29","1","trafico libre","500","50","baja","no"
"San Miguel_200","Callao_1012","avenida","5","12","1","trafico libre","100","60","baja","no"
"San Juan de Lurigancho_314","Rimac_769","autopista","13","60","1","trafico libre","100","80","alta","no"
"Barranco_371","Miraflores_170","calle","3","14","4","trafico extremo","60","30","alta","no"
"San Miguel_1323","Callao_1206","calle","4","8","2","trafico moderado","500","30","alta","si"
"Comas_499","Los Olivos_1270","autopista","13","46","1","trafico libre","250","80","media","no"
"Chorrillos_1215","Villa El Salvador_1151","autopista","12","30","2","trafico moderado","100","80","alta","no"
"Chorrillos_432","Barranco_1360","avenida","9","41","1","trafico libre","60","50","baja","si"
"La Molina_534","San Borja_230","avenida","5","20","1","trafico libre","250","60","media","si"
"Ate_360","San Juan de Lurigancho_1321","avenida","9","18","3","trafico alto","150","60","media","no"
"Rimac_599","San Isidro_357","calle","1","2","2","trafico moderado","500","30","alta","si"
"San Miguel_439","Callao_115","calle","2","5","3","trafico alto","500","30","baja","no"
"San Juan de Lurigancho_875","Ate_403","autopista","14","33","2","trafico moderado","500","80","baja","si"
"Callao_114","Los Olivos_1251","autopista","12","52","2","trafico moderado","250","80","alta","si"
"Barranco_635","Surco_1134","autopista","12","46","2","trafico moderado","500","100","media","no"
"San Juan de Lurigancho_1320","Rimac_1234","calle","4","13","4","trafico extremo","40","30","baja","no"
"Barranco_1414","Miraflores_1210","autopista","14","41","2","trafico moderado","100","80","alta","no"
"San Miguel_1216","Callao_1038","calle","3","14","4","trafico extremo","40","40","alta","no"
"San Borja_1189","La Molina_743","calle","3","10","2","trafico moderado","150","30","baja","no"
"San Juan de Lurigancho_140","Ate_649","autopista","15","49","2","trafico moderado","150","80","media","si"
"San Juan de Lurigancho_125","Rimac_240","avenida","9","39","3","trafico alto","250","60","media","si"
"Los Olivos_459","Comas_126","calle","2","8","2","trafico moderado","60","30","alta","si"
"San Borja_497","San Isidro_302","avenida","5","16","1","trafico libre","500","60","baja","no"
"Callao_62","Los Olivos_501","calle","3","8","3","trafico alto","150","40","baja","no"
"San Isidro_1253","Rimac_621","avenida","8","24","1","trafico libre","40","50","alta","no"
"Chorrillos_26","Villa El Salvador_1143","calle","2","6","3","trafico alto","250","30","media","si"
"Surco_1458","Barranco_1278","autopista","14","57","2","trafico moderado","150","100","baja","si"
"San Borja_798","La Molina_1239","autopista","12","45","1","trafico libre","500","80","media","no"
"Callao_860","San Miguel_144","autopista","12","46","2","trafico moderado","40","100","baja","no"
"Ate_63","San Juan de Lurigancho_624","avenida","8","38","3","trafico alto","40","50","alta","no"
"Chorrillos_1229","Barranco_15","autopista","15","66","2","trafico moderado","40","80","alta","si"
"San Miguel_1405","San Isidro_504","avenida","5","18","2","trafico moderado","60","60","media","no"
"Villa El Salvador_609","Surco_163","avenida","6","19","3","trafico alto","250","60","media","no"
"Surco_1328","San Borja_502","avenida","4","13","1","trafico libre","150","50","baja","si"
"San Borja_1051","San Isidro_1497","calle","3","15","3","trafico alto","150","40","alta","no"
"San Isidro_217","Rimac_1226","autopista","10","23","1","trafico libre","100","100","media","no"
"Los Olivos_395","Comas_123","autopista","14","29","1","trafico libre","150","80","alta","si"
"San Borja_1111","La Molina_1318","autopista","13","57","1","trafico libre","100","100","baja","no"
"Villa El Salvador_294","Chorrillos_253","calle","2","8","3","trafico alto","40","30","alta","si"
"Los Olivos_109","Callao_1432","calle","3","11","2","trafico moderado","40","40","media","no"
"Surco_658","La Molina_733","avenida","6","25","3","trafico alto","500","60","media","si"
"Villa El Salvador_293","Chorrillos_1072","autopista","10","47","2","trafico moderado","100","80","alta","si"
"Rimac_1015","San Isidro_666","autopista","14","41","1","trafico libre","250","80","alta","no"
"Surco_1383","La Molina_117","autopista","13","59","1","trafico libre","100","100","alta","si"
"La Molina_1101","San Borja_452","calle","5","20","3","trafico alto","100","40","alta","no"
"La Molina_1182","Ate_817","autopista","9","31","1","trafico libre","500","80","alta","si"
"Callao_981","San Miguel_543","calle","2","10","2","trafico moderado","60","40","baja","no"
"Barranco_1107","Chorrillos_286","avenida","7","23","2","trafico moderado","100","50","alta","si"
"Chorrillos_221","Barranco_1387","avenida","6","27","3","trafico alto","100","50","alta","no"
"Ate_654","San Juan de Lurigancho_1033","avenida","5","14","1","trafico libre","500","50","baja","si"
"Comas_1388","Rimac_814","avenida","8","33","2","trafico moderado","60","50","media","si"
"Barranco_993","Surco_712","avenida","6","22","1","trafico libre","250","50","media","no"
"San Isidro_785","Rimac_1043","avenida","6","28","1","trafico libre","40","50","alta","no"
"La Molina_118","Ate_1254","avenida","6","19","3","trafico alto","60","60","media","no"
"San Isidro_650","Rimac_721","avenida","8","32","2","trafico moderado","150","50","alta","no"
"San Isidro_999","Rimac_837","avenida","10","34","3","trafico alto","250","50","alta","si"
"Ate_1004","San Juan de Lurigancho_700","avenida","4","10","2","trafico moderado","500","50","baja","si"
"La Molina_202","San Borja_464","autopista","12","38","1","trafico libre","60","100","media","no"
"Ate_344","La Molina_829","autopista","14","44","2","trafico moderado","40","80","media","no"
"Comas_1261","Los Olivos_892","avenida","4","16","3","trafico alto","500","60","baja","si"
"Comas_47","Rimac_1138","calle","2","7","2","trafico moderado","150","40","baja","no"
"Callao_618","Los Olivos_604","calle","2","6","2","trafico moderado","500","30","baja","no"
"Barranco_530","Surco_517","calle","4","13","4","trafico extremo","60","30","media","si"
"Chorrillos_541","Barranco_1271","calle","5","19","3","trafico alto","40","40","media","si"
"La Molina_1467","Ate_390","autopista","13","37","2","trafico moderado","100","80","baja","no"
"San Juan de Lurigancho_192","Rimac_1138","autopista","11","38","1","trafico libre","100","100","baja","si"
"Miraflores_225","San Isidro_1081","autopista","15","66","2","trafico moderado","500","100","baja","no"
"Chorrillos_345","Villa El Salvador_957","autopista","8","37","1","trafico libre","40","100","alta","no"
"San Miguel_439","San Isidro_563","avenida","9","36","1","trafico libre","40","60","baja","no"
"Miraflores_1210","San Isidro_1471","autopista","12","27","1","trafico libre","60","80","media","si"
"Villa El Salvador_796","Surco_1354","calle","4","17","4","trafico extremo","500","40","baja","si"
"Callao_667","San Miguel_1061","autopista","10","47","1","trafico libre","150","80","baja","si"
"Los Olivos_584","Callao_1454","calle","3","6","3","trafico alto","250","40","baja","si"
"La Molina_489","Ate_649","autopista","8","16","1","trafico libre","100","80","alta","si"
"Barranco_1380","Surco_43","calle","1","4","2","trafico moderado","40","40","media","no"
"Miraflores_988","San Isidro_124","autopista","10","20","1","trafico libre","500","80","alta","si"
"Comas_1149","Rimac_769","calle","5","19","2","trafico moderado","250","40","media","no"
"San Juan de Lurigancho_1288","Ate_1308","calle","4","11","4","trafico extremo","40","40","media","no"
"Rimac_848","Comas_1242","avenida","7","34","3","trafico alto","150","50","baja","si"
"Surco_698","La Molina_1290","calle","1","5","2","trafico moderado","150","40","media","no"
"San Borja_1075","San Isidro_626","avenida","3","9","3","trafico alto","250","60","alta","si"
"San Isidro_964","San Borja_906","avenida","6","19","3","trafico alto","250","60","media","si"
"San Isidro_602","Miraflores_689","avenida","8","26","1","trafico libre","250","60","baja","no"
"La Molina_234","Surco_698","autopista","14","63","1","trafico libre","60","100","alta","no"
"Surco_523","Barranco_530","avenida","6","17","3","trafico alto","500","60","alta","si"
"Rimac_757","Comas_636","calle","3","13","2","trafico moderado","60","30","media","si"
"Barranco_986","Chorrillos_708","calle","4","14","3","trafico alto","40","40","media","no"
"Surco_958","San Borja_660","avenida","9","31","1","trafico libre","150","50","media","no"
"Surco_1219","San Borja_525","autopista","12","35","1","trafico libre","150","100","baja","si"
"Ate_737","San Juan de Lurigancho_1102","autopista","12","56","1","trafico libre","250","100","alta","no"
"San Borja_1407","San Isidro_1337","calle","2","5","3","trafico alto","40","30","alta","si"
"San Juan de Lurigancho_1186","Ate_1269","calle","2","9","3","trafico alto","500","40","media","si"
"Ate_638","La Molina_398","avenida","7","35","2","trafico moderado","60","50","baja","no"
"San Isidro_217","Miraflores_147","autopista","13","45","1","trafico libre","60","80","media","no"
"Comas_67","Los Olivos_1168","calle","2","4","4","trafico extremo","40","40","alta","no"
"Los Olivos_773","Comas_1242","autopista","14","53","1","trafico libre","60","100","alta","si"
"Callao_820","San Miguel_871","autopista","15","42","1","trafico libre","250","80","alta","si"
"Rimac_283","Comas_696","calle","3","11","2","trafico moderado","100","40","alta","no"
"Barranco_60","Chorrillos_345","autopista","14","32","1","trafico libre","500","80","baja","no"
"San Isidro_1009","San Borja_173","autopista","13","64","1","trafico libre","250","80","baja","no"
"Villa El Salvador_375","Surco_1437","avenida","10","39","1","trafico libre","60","60","baja","si"
"La Molina_853","Ate_348","avenida","10","42","1","trafico libre","40","50","baja","no"
"Ate_1473","San Juan de Lurigancho_886","calle","1","4","4","trafico extremo","500","40","media","no"
"Surco_309","Barranco_72","calle","2","7","3","trafico alto","40","30","baja","si"
"Villa El Salvador_764","Chorrillos_206","autopista","10","40","1","trafico libre","250","80","alta","si"
"San Borja_230","Surco_766","avenida","6","28","3","trafico alto","250","50","alta","no"
"San Borja_267","San Isidro_759","calle","4","14","3","trafico alto","250","30","media","no"
"Los Olivos_834","Comas_281","calle","3","10","4","trafico extremo","150","40","media","si"
"San Juan de Lurigancho_193","Rimac_462","calle","1","3","4","trafico extremo","500","30","baja","si"
"San Borja_464","La Molina_733","avenida","9","40","2","trafico moderado","60","50","media","no"
"Villa El Salvador_1348","Chorrillos_137","autopista","12","34","2","trafico moderado","60","80","media","no"
"Villa El Salvador_524","Surco_1135","calle","3","6","3","trafico alto","250","40","alta","no"
"Barranco_1196","Chorrillos_928","avenida","9","29","2","trafico moderado","500","50","baja","no"
"Villa El Salvador_870","Chorrillos_365","avenida","7","27","1","trafico libre","250","50","alta","si"
"Villa El Salvador_1281","Chorrillos_708","avenida","10","44","3","trafico alto","60","60","alta","si"
"Miraflores_988","Barranco_1278","autopista","15","42","2","trafico moderado","500","80","baja","si"
"San Borja_295","La Molina_684","calle","3","7","2","trafico moderado","150","40","media","si"
"La Molina_738","Ate_592","autopista","13","42","1","trafico libre","100","80","baja","no"
"San Juan de Lurigancho_807","Ate_288","autopista","12","37","1","trafico libre","40","100","baja","si"
"San Isidro_1057","San Borja_297","calle","3","12","3","trafico alto","150","40","media","no"
"Surco_823","Barranco_1132","calle","5","25","2","trafico moderado","100","40","baja","si"
"Miraflores_1465","San Isidro_321","calle","5","16","2","trafico moderado","500","30","baja","no"
"La Molina_1392","Ate_1169","autopista","8","27","2","trafico moderado","40","80","media","no"
"Barranco_220","Chorrillos_1235","avenida","5","11","3","trafico alto","40","50","media","no"
"Villa El Salvador_1356","Surco_149","autopista","8","16","1","trafico libre","150","80","media","si"
"Los Olivos_545","Callao_1343","avenida","3","10","1","trafico libre","40","50","alta","si"
"Chorrillos_151","Villa El Salvador_375","calle","2","10","4","trafico extremo","500","30","media","no"
"San Isidro_936","San Borja_502","autopista","9","31","1","trafico libre","100","80","baja","si"
"Chorrillos_1167","Villa El Salvador_849","calle","3","10","4","trafico extremo","250","30","media","no"
"San Juan de Lurigancho_554","Ate_52","autopista","8","24","2","trafico moderado","100","80","media","si"
"Los Olivos_1285","Comas_1266","calle","4","12","2","trafico moderado","40","30","baja","si"
"San Isidro_217","Rimac_184","calle","2","10","4","trafico extremo","500","30","alta","no"
"Comas_1425","Los Olivos_753","autopista","11","27","2","trafico moderado","150","80","media","no"
"Ate_572","San Juan de Lurigancho_125","avenida","10","41","1","trafico libre","250","60","baja","si"
"San Miguel_781","Callao_1225","autopista","15","49","1","trafico libre","500","80","baja","si"
"San Isidro_468","Rimac_1144","avenida","4","9","2","trafico moderado","500","60","media","si"
"San Miguel_200","Callao_701","calle","4","17","4","trafico extremo","60","40","baja","no"
"Los Olivos_1168","Comas_337","calle","2","6","4","trafico extremo","150","40","alta","si"
"San Isidro_1056","Miraflores_189","autopista","9","43","2","trafico moderado","150","100","baja","no"
"San Isidro_1077","Rimac_757","autopista","13","48","1","trafico libre","100","100","media","si"
"Callao_31","Los Olivos_38","avenida","9","40","1","trafico libre","500","50","alta","si"
"San Isidro_1471","San Borja_1051","calle","1","2","4","trafico extremo","500","30","media","si"
"Villa El Salvador_1470","Surco_163","avenida","10","30","1","trafico libre","500","50","media","no"
"San Isidro_608","San Borja_1075","calle","3","15","3","trafico alto","500","30","alta","si"
"Surco_178","San Borja_1394","avenida","7","21","2","trafico moderado","100","50","media","si"
"San Juan de Lurigancho_1186","Ate_654","calle","2","4","4","trafico extremo","150","40","baja","si"
"San Juan de Lurigancho_1466","Ate_1308","autopista","9","25","1","trafico libre","40","80","media","no"
"San Borja_1195","Surco_674","calle","5","11","2","trafico moderado","250","30","alta","si"
"Callao_208","Los Olivos_944","calle","5","16","4","trafico extremo","60","30","media","no"
"San Juan de Lurigancho_473","Rimac_81","avenida","7","19","1","trafico libre","250","50","baja","si"
"Ate_638","San Juan de Lurigancho_192","autopista","14","33","2","trafico moderado","40","100","media","si"
"San Miguel_1431","San Isidro_1471","autopista","15","49","1","trafico libre","40","100","alta","si"
"San Juan de Lurigancho_168","Ate_598","avenida","5","22","2","trafico moderado","60","60","media","no"
"San Isidro_1077","San Borja_627","avenida","7","30","3","trafico alto","250","50","alta","si"
"Los Olivos_641","Comas_305","avenida","9","22","3","trafico alto","500","50","alta","si"
"San Borja_699","Surco_1475","calle","2","8","3","trafico alto","60","40","alta","si"
"Comas_1203","Rimac_1483","avenida","4","16","1","trafico libre","100","50","baja","no"
"San Isidro_1327","Miraflores_995","avenida","4","18","3","trafico alto","40","50","media","no"
"San Isidro_207","Rimac_1144","calle","4","16","3","trafico alto","100","40","media","no"
"Chorrillos_1231","Villa El Salvador_573","calle","1","5","4","trafico extremo","100","40","alta","no"
"Villa El Salvador_555","Surco_1455","avenida","8","26","1","trafico libre","500","60","media","no"
"San Isidro_626","Miraflores_75","avenida","4","18","1","trafico libre","60","60","baja","si"
"San Borja_19","San Isidro_590","calle","1","3","3","trafico alto","100","40","alta","si"
"San Juan de Lurigancho_588","Ate_539","avenida","10","39","1","trafico libre","500","50","alta","no"
"San Isidro_1409","San Borja_1074","calle","3","12","2","trafico moderado","60","40","media","si"
"San Miguel_916","San Isidro_93","autopista","8","33","2","trafico moderado","150","100","baja","no"
"Miraflores_386","Surco_1134","calle","1","2","4","trafico extremo","40","30","alta","no"
"San Juan de Lurigancho_1186","Ate_1169","avenida","6","19","1","trafico libre","500","50","alta","si"
"Callao_1185","Los Olivos_516","calle","1","5","4","trafico extremo","40","40","media","no"
"San Miguel_781","Callao_41","calle","5","22","2","trafico moderado","40","40","alta","no"
"Villa El Salvador_1453","Surco_1049","autopista","11","32","2","trafico moderado","40","80","alta","si"
"Villa El Salvador_675","Surco_76","autopista","15","43","1","trafico libre","500","80","baja","no"
"Chorrillos_85","Villa El Salvador_990","autopista","13","48","1","trafico libre","40","80","media","no"
"Miraflores_647","Surco_1134","calle","4","16","3","trafico alto","150","40","alta","si"
"Chorrillos_226","Villa El Salvador_1024","autopista","12","48","2","trafico moderado","250","80","media","no"
"San Isidro_450","San Borja_965","autopista","13","27","1","trafico libre","100","80","alta","no"
"Rimac_436","San Isidro_207","autopista","14","47","2","trafico moderado","150","80","media","no"
"San Juan de Lurigancho_1456","Rimac_550","autopista","14","51","1","trafico libre","100","100","baja","no"
"Villa El Salvador_465","Chorrillos_715","calle","3","8","2","trafico moderado","500","30","alta","si"
"Callao_925","San Miguel_1212","autopista","15","68","2","trafico moderado","500","100","baja","no"
"Surco_803","La Molina_1131","avenida","6","13","3","trafico alto","150","60","baja","si"
"Los Olivos_215","Comas_569","calle","1","2","4","trafico extremo","500","30","baja","si"
"Callao_182","San Miguel_211","autopista","13","39","1","trafico libre","250","80","baja","no"
"Miraflores_735","San Isidro_1120","autopista","15","65","2","trafico moderado","150","100","alta","si"
"Rimac_470","San Isidro_1409","calle","3","7","3","trafico alto","150","40","baja","si"
"Ate_1473","San Juan de Lurigancho_724","autopista","9","21","2","trafico moderado","150","100","media","si"
"San Juan de Lurigancho_932","Rimac_1153","autopista","15","36","2","trafico moderado","60","80","alta","no"
"Barranco_279","Chorrillos_85","autopista","11","49","2","trafico moderado","250","100","media","si"
"Barranco_1025","Miraflores_995","avenida","6","14","1","trafico libre","150","50","baja","si"
"Ate_88","San Juan de Lurigancho_664","calle","2","7","2","trafico moderado","100","30","media","si"
"Callao_779","Los Olivos_210","avenida","5","18","3","trafico alto","100","50","baja","si"
"Comas_709","Los Olivos_17","avenida","8","36","3","trafico alto","40","50","media","no"
"San Isidro_640","Miraflores_189","avenida","5","12","1","trafico libre","40","50","alta","si"
"San Juan de Lurigancho_100","Ate_145","autopista","9","44","1","trafico libre","60","100","media","si"
"Los Olivos_892","Callao_581","autopista","13","61","2","trafico moderado","500","80","media","no"
"San Borja_1111","Surco_310","calle","5","18","3","trafico alto","250","30","alta","no"
"Villa El Salvador_866","Chorrillos_245","autopista","14","61","2","trafico moderado","40","100","media","no"
"Miraflores_176","Barranco_673","calle","2","8","2","trafico moderado","150","30","alta","si"
"Barranco_876","Miraflores_189","avenida","7","29","2","trafico moderado","250","50","media","si"
"San Juan de Lurigancho_128","Ate_1076","autopista","11","22","1","trafico libre","500","80","media","si"
"Chorrillos_171","Villa El Salvador_116","calle","2","6","2","trafico moderado","60","40","alta","no"
"Barranco_1414","Chorrillos_1419","calle","4","19","2","trafico moderado","500","40","media","no"
"San Juan de Lurigancho_394","Rimac_1368","calle","2","5","2","trafico moderado","500","30","media","si"
"Rimac_240","Comas_1089","avenida","10","46","2","trafico moderado","40","60","alta","no"
"Barranco_1271","Miraflores_661","avenida","6","24","3","trafico alto","40","60","baja","no"
"Chorrillos_801","Barranco_585","calle","3","8","4","trafico extremo","60","30","media","si"
"Rimac_307","Comas_1018","autopista","10","42","1","trafico libre","500","80","baja","no"
"San Juan de Lurigancho_473","Ate_628","avenida","5","15","3","trafico alto","40","50","baja","no"
"Surco_658","Barranco_1267","calle","1","5","4","trafico extremo","40","40","alta","si"
"San Isidro_1081","Miraflores_146","calle","4","16","4","trafico extremo","250","30","alta","si"
"La Molina_113","Ate_572","avenida","4","9","2","trafico moderado","40","50","alta","si"
"Surco_1219","Barranco_1303","avenida","8","29","2","trafico moderado","500","50","baja","no"
"Villa El Salvador_1117","Chorrillos_151","calle","1","5","4","trafico extremo","250","40","baja","no"
"San Borja_830","Surco_823","autopista","15","35","1","trafico libre","60","100","alta","no"
"San Miguel_73","San Isidro_124","autopista","14","38","1","trafico libre","500","80","media","si"
"San Isidro_1409","San Borja_1260","calle","2","5","3","trafico alto","60","30","alta","si"
"Callao_978","Los Olivos_1270","autopista","10","36","1","trafico libre","40","80","baja","si"
"Ate_1391","La Molina_409","autopista","13","59","1","trafico libre","60","100","baja","si"
"San Isidro_352","Miraflores_818","avenida","4","14","1","trafico libre","100","50","alta","no"
"Callao_1401","San Miguel_104","autopista","11","35","2","trafico moderado","60","80","media","no"
"San Juan de Lurigancho_22","Ate_631","autopista","9","23","2","trafico moderado","500","100","alta","si"
"San Miguel_1216","San Isidro_336","calle","4","11","3","trafico alto","250","40","alta","si"
"Barranco_23","Miraflores_319","autopista","15","30","2","trafico moderado","40","80","baja","si"
"Ate_838","San Juan de Lurigancho_136","avenida","8","28","1","trafico libre","40","60","media","si"
"Surco_823","Barranco_656","avenida","10","33","3","trafico alto","40","60","alta","si"
"Callao_820","Los Olivos_17","autopista","12","53","2","trafico moderado","150","80","baja","no"
"Ate_304","La Molina_705","avenida","8","27","3","trafico alto","150","50","media","si"
"Rimac_599","San Isidro_900","autopista","8","37","1","trafico libre","40","80","media","si"
"San Borja_1478","San Isidro_444","avenida","8","28","2","trafico moderado","500","60","media","si"
"Surco_630","La Molina_1101","avenida","10","42","3","trafico alto","250","60","alta","si"
"Barranco_346","Chorrillos_541","calle","2","6","2","trafico moderado","500","40","baja","si"
"Los Olivos_962","Comas_813","autopista","8","20","2","trafico moderado","100","100","baja","si"
"Villa El Salvador_1489","Chorrillos_253","calle","2","10","4","trafico extremo","60","40","baja","no"
"Miraflores_204","Barranco_863","calle","4","13","4","trafico extremo","100","40","media","no"
"Callao_1012","Los Olivos_982","calle","2","7","2","trafico moderado","40","40","alta","no"
"La Molina_1467","Ate_1221","calle","1","5","3","trafico alto","100","30","alta","si"
"Ate_551","La Molina_1379","autopista","15","53","1","trafico libre","40","100","media","no"
"Villa El Salvador_756","Surco_877","autopista","12","42","2","trafico moderado","250","80","media","no"
"Los Olivos_641","Comas_514","avenida","9","34","3","trafico alto","150","60","alta","no"
"Callao_897","Los Olivos_753","calle","1","4","3","trafico alto","250","40","alta","no"
"San Isidro_1220","Rimac_1234","avenida","4","16","2","trafico moderado","500","60","baja","si"
"San Isidro_1253","Rimac_850","avenida","8","25","2","trafico moderado","60","60","alta","no"
"Rimac_587","Comas_1293","calle","2","10","2","trafico moderado","40","30","baja","no"
"Surco_1134","La Molina_1362","autopista","15","58","2","trafico moderado","60","80","alta","si"
"La Molina_791","Ate_1254","calle","5","24","2","trafico moderado","500","30","alta","si"
"Miraflores_170","Barranco_1424","calle","3","9","3","trafico alto","60","40","alta","no"
"Ate_703","La Molina_1290","calle","5","23","3","trafico alto","60","40","media","no"
