"id_interseccion","nombre","distrito","zona","latitud","longitud","tipo_interseccion","semaforo"
"633","San Borja_633","San Borja","Lima Centro","-11.933896","-77.145635","interseccion principal","no"
"634","La Molina_634","La Molina","Lima Este","-12.18268","-76.933435","interseccion principal","no"
"635","Comas_635","Comas","Lima Norte","-12.058025","-77.196259","cruce","no"
"636","Chorrillos_636","Chorrillos","Lima Sur","-12.105594","-77.07614","cruce","no"
"637","La Molina_637","La Molina","Lima Este","-11.898109","-77.168212","interseccion principal","no"
"638","San Juan de Lurigancho_638","San Juan de Lurigancho","Lima Este","-12.158491","-77.020317","rotonda","si"
"639","Chorrillos_639","Chorrillos","Lima Sur","-12.000109","-77.021697","rotonda","no"
"640","Barranco_640","Barranco","Lima Sur","-11.974053","-76.860509","rotonda","no"
"641","San Juan de Lurigancho_641","San Juan de Lurigancho","Lima Este","-11.997999","-77.110357","cruce","si"
"642","San Miguel_642","San Miguel","Lima Oeste","-11.879694","-77.019351","rotonda","no"
"643","San Juan de Lurigancho_643","San Juan de Lurigancho","Lima Este","-12.229125","-77.031267","cruce","no"
"644","San Miguel_644","San Miguel","Lima Oeste","-12.237638","-77.140379","cruce","no"
"645","Chorrillos_645","Chorrillos","Lima Sur","-12.11772","-77.033801","interseccion principal","si"
"646","La Molina_646","La Molina","Lima Este","-12.120317","-76.932346","interseccion principal","no"
"647","Chorrillos_647","Chorrillos","Lima Sur","-11.91497","-76.9784","rotonda","no"
"648","Ate_648","Ate","Lima Este","-12.031698","-77.018462","rotonda","no"
"649","San Miguel_649","San Miguel","Lima Oeste","-12.156146","-76.973142","rotonda","no"
"650","Chorrillos_650","Chorrillos","Lima Sur","-12.000166","-77.184313","interseccion principal","no"
"651","San Isidro_651","San Isidro","Lima Centro","-11.92403","-76.987423","rotonda","si"
"652","Miraflores_652","Miraflores","Lima Sur","-12.079172","-77.005415","interseccion principal","no"
"653","Los Olivos_653","Los Olivos","Lima Norte","-11.867572","-76.859752","cruce","si"
"654","Villa El Salvador_654","Villa El Salvador","Lima Sur","-12.227662","-76.869705","interseccion principal","si"
"655","Surco_655","Surco","Lima Sur","-11.936645","-77.041288","interseccion principal","si"
"656","San Juan de Lurigancho_656","San Juan de Lurigancho","Lima Este","-12.082833","-77.036097","cruce","no"
"657","La Molina_657","La Molina","Lima Este","-12.194201","-77.078314","rotonda","no"
"658","Barranco_658","Barranco","Lima Sur","-12.029304","-76.990604","rotonda","si"
"659","Chorrillos_659","Chorrillos","Lima Sur","-11.968924","-77.146548","cruce","si"
"660","Comas_660","Comas","Lima Norte","-12.228104","-77.164238","rotonda","no"
"661","Callao_661","Callao","Lima Oeste","-12.130505","-77.191641","interseccion principal","no"
"662","San Isidro_662","San Isidro","Lima Centro","-12.154306","-77.122928","interseccion principal","si"
"663","Barranco_663","Barranco","Lima Sur","-12.051279","-77.172523","cruce","si"
"664","Rimac_664","Rimac","Lima Centro","-12.117377","-77.05904","interseccion principal","no"
"665","La Molina_665","La Molina","Lima Este","-11.918659","-76.918683","rotonda","si"
"666","Callao_666","Callao","Lima Oeste","-12.12751","-76.882999","cruce","no"
"667","San Juan de Lurigancho_667","San Juan de Lurigancho","Lima Este","-11.860134","-76.919584","cruce","no"
"668","Miraflores_668","Miraflores","Lima Sur","-12.177211","-76.966013","cruce","no"
"669","Chorrillos_669","Chorrillos","Lima Sur","-12.020203","-77.103725","interseccion principal","si"
"670","Ate_670","Ate","Lima Este","-12.006886","-77.193831","rotonda","si"
"671","San Miguel_671","San Miguel","Lima Oeste","-12.046483","-76.883101","interseccion principal","si"
"672","Chorrillos_672","Chorrillos","Lima Sur","-11.884591","-76.936372","interseccion principal","no"
"673","San Borja_673","San Borja","Lima Centro","-12.170538","-77.035368","rotonda","si"
"674","Miraflores_674","Miraflores","Lima Sur","-12.114578","-77.041983","rotonda","no"
"675","Villa El Salvador_675","Villa El Salvador","Lima Sur","-12.058936","-77.001068","interseccion principal","no"
"676","Chorrillos_676","Chorrillos","Lima Sur","-12.214538","-76.915452","interseccion principal","no"
"677","Comas_677","Comas","Lima Norte","-12.210469","-76.940492","rotonda","no"
"678","San Miguel_678","San Miguel","Lima Oeste","-12.148303","-77.061368","interseccion principal","no"
"679","Surco_679","Surco","Lima Sur","-12.011328","-76.99163","interseccion principal","si"
"680","Surco_680","Surco","Lima Sur","-12.097259","-76.976637","interseccion principal","si"
"681","San Juan de Lurigancho_681","San Juan de Lurigancho","Lima Este","-12.090514","-77.094078","interseccion principal","no"
"682","San Juan de Lurigancho_682","San Juan de Lurigancho","Lima Este","-11.913728","-77.120195","interseccion principal","si"
"683","San Miguel_683","San Miguel","Lima Oeste","-12.040009","-76.893759","cruce","si"
"684","Callao_684","Callao","Lima Oeste","-12.150477","-77.039774","interseccion principal","si"
"685","Rimac_685","Rimac","Lima Centro","-12.170545","-76.986136","interseccion principal","si"
"686","Rimac_686","Rimac","Lima Centro","-12.18829","-76.865027","cruce","si"
"687","Miraflores_687","Miraflores","Lima Sur","-12.101308","-77.185846","cruce","si"
"688","San Juan de Lurigancho_688","San Juan de Lurigancho","Lima Este","-12.21608","-77.160056","cruce","si"
"689","Barranco_689","Barranco","Lima Sur","-12.163179","-76.907789","rotonda","si"
"690","Chorrillos_690","Chorrillos","Lima Sur","-12.125245","-77.010668","rotonda","si"
"691","Comas_691","Comas","Lima Norte","-12.16151","-77.007489","rotonda","no"
"692","Villa El Salvador_692","Villa El Salvador","Lima Sur","-12.23005","-77.077805","cruce","si"
"693","La Molina_693","La Molina","Lima Este","-12.057735","-77.129323","rotonda","no"
"694","Los Olivos_694","Los Olivos","Lima Norte","-12.225047","-76.935008","rotonda","no"
"695","Barranco_695","Barranco","Lima Sur","-12.174342","-77.179051","cruce","si"
"696","San Juan de Lurigancho_696","San Juan de Lurigancho","Lima Este","-12.064973","-76.975891","interseccion principal","si"
"697","San Miguel_697","San Miguel","Lima Oeste","-12.179205","-77.084068","cruce","si"
"698","Los Olivos_698","Los Olivos","Lima Norte","-11.889603","-77.173161","interseccion principal","no"
"699","San Isidro_699","San Isidro","Lima Centro","-11.979604","-76.954793","rotonda","no"
"700","Rimac_700","Rimac","Lima Centro","-11.955783","-77.136646","interseccion principal","si"
"701","Barranco_701","Barranco","Lima Sur","-11.940008","-77.129389","rotonda","no"
"702","San Isidro_702","San Isidro","Lima Centro","-11.935136","-77.008029","cruce","no"
"703","La Molina_703","La Molina","Lima Este","-11.994469","-77.019861","rotonda","no"
"704","La Molina_704","La Molina","Lima Este","-11.888093","-76.95883","cruce","no"
"705","Comas_705","Comas","Lima Norte","-11.870322","-76.953538","cruce","si"
"706","Ate_706","Ate","Lima Este","-12.116831","-77.141099","interseccion principal","si"
"707","San Miguel_707","San Miguel","Lima Oeste","-11.877395","-77.046622","rotonda","no"
"708","Barranco_708","Barranco","Lima Sur","-12.101038","-76.933081","interseccion principal","no"
"709","Comas_709","Comas","Lima Norte","-12.174915","-77.034868","interseccion principal","si"
"710","Rimac_710","Rimac","Lima Centro","-12.145399","-77.184159","rotonda","si"
"711","Comas_711","Comas","Lima Norte","-12.02589","-76.974527","interseccion principal","no"
"712","San Miguel_712","San Miguel","Lima Oeste","-12.098101","-77.039751","interseccion principal","si"
"713","Ate_713","Ate","Lima Este","-12.021128","-77.175294","rotonda","si"
"714","Villa El Salvador_714","Villa El Salvador","Lima Sur","-11.928275","-76.93627","cruce","si"
"715","Rimac_715","Rimac","Lima Centro","-11.879947","-76.97105","cruce","si"
"716","San Miguel_716","San Miguel","Lima Oeste","-12.034107","-77.078328","cruce","no"
"717","Chorrillos_717","Chorrillos","Lima Sur","-12.248831","-76.98996","cruce","no"
"718","Rimac_718","Rimac","Lima Centro","-12.036592","-77.151095","cruce","no"
"719","San Miguel_719","San Miguel","Lima Oeste","-12.066406","-77.143936","cruce","no"
"720","San Isidro_720","San Isidro","Lima Centro","-11.917545","-77.025605","rotonda","si"
"721","Surco_721","Surco","Lima Sur","-12.177745","-76.965456","cruce","si"
"722","Rimac_722","Rimac","Lima Centro","-12.034885","-77.13762","interseccion principal","si"
"723","San Juan de Lurigancho_723","San Juan de Lurigancho","Lima Este","-12.121287","-77.07455","interseccion principal","si"
"724","Chorrillos_724","Chorrillos","Lima Sur","-11.970893","-77.124852","rotonda","no"
"725","Callao_725","Callao","Lima Oeste","-12.04306","-77.191715","rotonda","no"
"726","Chorrillos_726","Chorrillos","Lima Sur","-12.16531","-77.146664","cruce","no"
"727","Surco_727","Surco","Lima Sur","-11.86603","-77.065223","cruce","si"
"728","Comas_728","Comas","Lima Norte","-11.922352","-77.005924","cruce","si"
"729","San Juan de Lurigancho_729","San Juan de Lurigancho","Lima Este","-12.081623","-77.131261","interseccion principal","no"
"730","San Juan de Lurigancho_730","San Juan de Lurigancho","Lima Este","-11.946428","-77.057699","rotonda","si"
"731","Los Olivos_731","Los Olivos","Lima Norte","-12.133706","-77.194594","interseccion principal","si"
"732","San Miguel_732","San Miguel","Lima Oeste","-12.074304","-76.867613","cruce","no"
"733","La Molina_733","La Molina","Lima Este","-12.028942","-76.992837","cruce","si"
"734","San Isidro_734","San Isidro","Lima Centro","-12.004965","-76.859077","rotonda","si"
"735","Los Olivos_735","Los Olivos","Lima Norte","-12.197853","-76.90141","cruce","no"
"736","La Molina_736","La Molina","Lima Este","-12.114005","-77.027903","interseccion principal","no"
"737","Barranco_737","Barranco","Lima Sur","-11.902789","-77.153549","cruce","no"
"738","Los Olivos_738","Los Olivos","Lima Norte","-11.889036","-77.089099","interseccion principal","no"
"739","Miraflores_739","Miraflores","Lima Sur","-12.204253","-76.941934","rotonda","no"
"740","Comas_740","Comas","Lima Norte","-12.073274","-76.949915","interseccion principal","no"
"741","San Isidro_741","San Isidro","Lima Centro","-12.145106","-77.009947","rotonda","si"
"742","Surco_742","Surco","Lima Sur","-12.086165","-77.027974","rotonda","no"
"743","Ate_743","Ate","Lima Este","-11.961902","-76.926426","rotonda","si"
"744","Callao_744","Callao","Lima Oeste","-12.143713","-77.156079","rotonda","si"
"745","Surco_745","Surco","Lima Sur","-12.009553","-77.087957","interseccion principal","si"
"746","Surco_746","Surco","Lima Sur","-12.051455","-77.168611","rotonda","no"
"747","Barranco_747","Barranco","Lima Sur","-11.914324","-77.176756","rotonda","no"
"748","La Molina_748","La Molina","Lima Este","-12.051198","-77.087335","cruce","si"
"749","Ate_749","Ate","Lima Este","-11.859451","-77.139813","interseccion principal","si"
"750","La Molina_750","La Molina","Lima Este","-11.86052","-76.946256","cruce","no"
"751","Los Olivos_751","Los Olivos","Lima Norte","-12.010284","-77.011043","cruce","si"
"752","San Juan de Lurigancho_752","San Juan de Lurigancho","Lima Este","-11.941296","-77.025279","interseccion principal","si"
"753","Callao_753","Callao","Lima Oeste","-12.041514","-76.893396","rotonda","si"
"754","Chorrillos_754","Chorrillos","Lima Sur","-12.045015","-77.139673","interseccion principal","no"
"755","Rimac_755","Rimac","Lima Centro","-12.156058","-76.881576","interseccion principal","no"
"756","San Miguel_756","San Miguel","Lima Oeste","-11.894177","-76.951151","cruce","si"
"757","Callao_757","Callao","Lima Oeste","-12.006447","-77.073877","cruce","no"
"758","La Molina_758","La Molina","Lima Este","-11.935184","-77.161836","rotonda","si"
"759","Ate_759","Ate","Lima Este","-11.901314","-76.89835","interseccion principal","si"
"760","Ate_760","Ate","Lima Este","-12.182024","-77.095206","rotonda","no"
"761","Comas_761","Comas","Lima Norte","-12.05008","-77.152387","cruce","no"
"762","Villa El Salvador_762","Villa El Salvador","Lima Sur","-11.94494","-76.907846","cruce","no"
"763","Los Olivos_763","Los Olivos","Lima Norte","-12.19038","-77.02831","rotonda","si"
"764","Chorrillos_764","Chorrillos","Lima Sur","-11.914529","-76.992034","cruce","si"
"765","San Miguel_765","San Miguel","Lima Oeste","-12.1319","-77.187487","interseccion principal","si"
"766","Barranco_766","Barranco","Lima Sur","-12.179867","-77.105255","interseccion principal","si"
"767","Surco_767","Surco","Lima Sur","-12.000996","-77.017187","cruce","si"
"768","San Isidro_768","San Isidro","Lima Centro","-12.13864","-77.180247","rotonda","si"
"769","Chorrillos_769","Chorrillos","Lima Sur","-12.13006","-77.144249","interseccion principal","si"
"770","Ate_770","Ate","Lima Este","-11.851603","-76.870614","interseccion principal","no"
"771","San Juan de Lurigancho_771","San Juan de Lurigancho","Lima Este","-12.152334","-76.974384","rotonda","si"
"772","Los Olivos_772","Los Olivos","Lima Norte","-12.249731","-77.090813","interseccion principal","si"
"773","Los Olivos_773","Los Olivos","Lima Norte","-12.249961","-77.046984","interseccion principal","si"
"774","San Isidro_774","San Isidro","Lima Centro","-12.226156","-77.18329","cruce","si"
"775","Barranco_775","Barranco","Lima Sur","-12.099612","-77.059931","interseccion principal","si"
"776","San Miguel_776","San Miguel","Lima Oeste","-12.056016","-77.029239","rotonda","no"
"777","San Juan de Lurigancho_777","San Juan de Lurigancho","Lima Este","-12.017966","-77.017535","rotonda","si"
"778","Callao_778","Callao","Lima Oeste","-12.069529","-76.950781","interseccion principal","si"
"779","Callao_779","Callao","Lima Oeste","-11.976342","-76.876159","rotonda","si"
"780","San Juan de Lurigancho_780","San Juan de Lurigancho","Lima Este","-11.890928","-77.097333","cruce","si"
"781","La Molina_781","La Molina","Lima Este","-12.061439","-77.027556","rotonda","no"
"782","Chorrillos_782","Chorrillos","Lima Sur","-12.036162","-77.189209","cruce","si"
"783","Chorrillos_783","Chorrillos","Lima Sur","-11.951205","-76.891383","cruce","no"
"784","Comas_784","Comas","Lima Norte","-12.171512","-77.030171","cruce","no"
"785","Rimac_785","Rimac","Lima Centro","-12.018327","-76.879893","rotonda","si"
"786","Rimac_786","Rimac","Lima Centro","-11.935791","-77.104001","cruce","no"
"787","Comas_787","Comas","Lima Norte","-12.030615","-76.985046","cruce","no"
"788","Los Olivos_788","Los Olivos","Lima Norte","-12.021167","-76.862332","cruce","no"
"789","Comas_789","Comas","Lima Norte","-12.218364","-77.172683","rotonda","si"
"790","Villa El Salvador_790","Villa El Salvador","Lima Sur","-11.985015","-76.95347","rotonda","no"
"791","Los Olivos_791","Los Olivos","Lima Norte","-12.01335","-77.133075","rotonda","si"
"792","Los Olivos_792","Los Olivos","Lima Norte","-11.992215","-77.025222","interseccion principal","si"
"793","Surco_793","Surco","Lima Sur","-12.059858","-77.096961","cruce","si"
"794","Rimac_794","Rimac","Lima Centro","-12.162401","-77.159921","cruce","si"
"795","Surco_795","Surco","Lima Sur","-12.113012","-76.943858","cruce","no"
"796","Los Olivos_796","Los Olivos","Lima Norte","-12.086796","-76.949603","cruce","no"
"797","Surco_797","Surco","Lima Sur","-11.967616","-76.925021","cruce","no"
"798","Miraflores_798","Miraflores","Lima Sur","-12.201239","-76.877786","interseccion principal","si"
"799","La Molina_799","La Molina","Lima Este","-12.030913","-77.003614","cruce","no"
"800","Callao_800","Callao","Lima Oeste","-11.855235","-77.063004","rotonda","no"
"801","Callao_801","Callao","Lima Oeste","-11.998828","-76.853248","cruce","no"
"802","San Miguel_802","San Miguel","Lima Oeste","-11.931009","-76.913694","cruce","si"
"803","Los Olivos_803","Los Olivos","Lima Norte","-12.125642","-76.936529","rotonda","no"
"804","Comas_804","Comas","Lima Norte","-12.11904","-77.009698","interseccion principal","si"
"805","Villa El Salvador_805","Villa El Salvador","Lima Sur","-12.109977","-76.999523","rotonda","no"
"806","Miraflores_806","Miraflores","Lima Sur","-12.13635","-76.872822","cruce","si"
"807","La Molina_807","La Molina","Lima Este","-12.188039","-76.897201","rotonda","no"
"808","Comas_808","Comas","Lima Norte","-11.948913","-76.880615","cruce","si"
"809","Miraflores_809","Miraflores","Lima Sur","-11.855204","-77.011432","rotonda","si"
"810","San Isidro_810","San Isidro","Lima Centro","-11.970506","-76.92393","rotonda","si"
"811","Comas_811","Comas","Lima Norte","-12.038732","-76.902175","rotonda","si"
"812","La Molina_812","La Molina","Lima Este","-12.083912","-77.134263","cruce","no"
"813","Rimac_813","Rimac","Lima Centro","-12.155684","-76.98148","cruce","no"
"814","Comas_814","Comas","Lima Norte","-12.012821","-76.874175","rotonda","si"
"815","Callao_815","Callao","Lima Oeste","-12.127354","-77.136404","rotonda","no"
"816","La Molina_816","La Molina","Lima Este","-11.924786","-77.096118","interseccion principal","no"
"817","Rimac_817","Rimac","Lima Centro","-12.05551","-76.989707","cruce","no"
"818","Barranco_818","Barranco","Lima Sur","-12.012648","-77.071962","rotonda","si"
"819","San Isidro_819","San Isidro","Lima Centro","-12.180822","-76.883401","interseccion principal","si"
"820","Miraflores_820","Miraflores","Lima Sur","-12.097044","-76.956355","interseccion principal","si"
"821","Surco_821","Surco","Lima Sur","-12.081436","-77.186527","cruce","no"
"822","Villa El Salvador_822","Villa El Salvador","Lima Sur","-11.992222","-76.931294","cruce","no"
"823","San Juan de Lurigancho_823","San Juan de Lurigancho","Lima Este","-12.017364","-77.077116","cruce","no"
"824","La Molina_824","La Molina","Lima Este","-12.209051","-76.938707","cruce","si"
"825","Ate_825","Ate","Lima Este","-12.092422","-77.071223","rotonda","no"
"826","San Miguel_826","San Miguel","Lima Oeste","-11.961083","-77.083739","rotonda","no"
"827","Miraflores_827","Miraflores","Lima Sur","-11.957209","-77.019145","cruce","si"
"828","Miraflores_828","Miraflores","Lima Sur","-12.138962","-76.909943","interseccion principal","no"
"829","La Molina_829","La Molina","Lima Este","-11.906467","-76.855691","interseccion principal","no"
"830","Callao_830","Callao","Lima Oeste","-12.172325","-76.872603","cruce","no"
"831","San Miguel_831","San Miguel","Lima Oeste","-11.991262","-76.856866","interseccion principal","si"
"832","San Juan de Lurigancho_832","San Juan de Lurigancho","Lima Este","-11.942479","-76.944802","cruce","no"
"833","La Molina_833","La Molina","Lima Este","-12.151109","-77.173249","cruce","si"
"834","Comas_834","Comas","Lima Norte","-12.119218","-77.096515","interseccion principal","no"
"835","Chorrillos_835","Chorrillos","Lima Sur","-12.181201","-77.066285","interseccion principal","si"
"836","Miraflores_836","Miraflores","Lima Sur","-12.001716","-76.937702","rotonda","si"
"837","Rimac_837","Rimac","Lima Centro","-11.907825","-76.979822","rotonda","si"
"838","La Molina_838","La Molina","Lima Este","-12.083736","-77.105624","rotonda","no"
"839","Ate_839","Ate","Lima Este","-11.994181","-76.868499","cruce","no"
"840","Comas_840","Comas","Lima Norte","-12.15452","-77.136355","interseccion principal","si"
"841","Comas_841","Comas","Lima Norte","-12.144761","-77.058687","rotonda","si"
"842","Villa El Salvador_842","Villa El Salvador","Lima Sur","-12.16644","-77.012673","rotonda","si"
"843","Barranco_843","Barranco","Lima Sur","-12.238479","-77.021693","cruce","si"
"844","San Borja_844","San Borja","Lima Centro","-12.177414","-77.003307","interseccion principal","no"
"845","Barranco_845","Barranco","Lima Sur","-12.231721","-77.188555","rotonda","si"
"846","La Molina_846","La Molina","Lima Este","-12.075988","-76.909073","cruce","si"
"847","San Juan de Lurigancho_847","San Juan de Lurigancho","Lima Este","-12.120966","-76.887221","cruce","si"
"848","San Miguel_848","San Miguel","Lima Oeste","-11.982067","-76.931265","interseccion principal","no"
"849","Comas_849","Comas","Lima Norte","-12.202289","-77.087687","cruce","no"
"850","Miraflores_850","Miraflores","Lima Sur","-12.114244","-77.134832","rotonda","no"
"851","Surco_851","Surco","Lima Sur","-12.09206","-77.151785","rotonda","si"
"852","Surco_852","Surco","Lima Sur","-12.074343","-76.99384","rotonda","no"
"853","Barranco_853","Barranco","Lima Sur","-11.996955","-77.05726","cruce","no"
"854","Los Olivos_854","Los Olivos","Lima Norte","-12.178129","-77.072469","interseccion principal","si"
"855","Comas_855","Comas","Lima Norte","-11.879457","-76.901654","interseccion principal","si"
"856","Los Olivos_856","Los Olivos","Lima Norte","-11.929858","-77.003036","interseccion principal","si"
"857","Ate_857","Ate","Lima Este","-12.055028","-77.182399","cruce","si"
"858","Callao_858","Callao","Lima Oeste","-11.925476","-77.124981","interseccion principal","si"
"859","Rimac_859","Rimac","Lima Centro","-12.194787","-77.06162","rotonda","no"
"860","Ate_860","Ate","Lima Este","-11.93516","-77.040042","cruce","no"
"861","La Molina_861","La Molina","Lima Este","-12.049905","-77.17309","rotonda","no"
"862","Callao_862","Callao","Lima Oeste","-12.096854","-76.933888","rotonda","no"
"863","San Juan de Lurigancho_863","San Juan de Lurigancho","Lima Este","-12.093359","-76.978061","interseccion principal","no"
"864","Surco_864","Surco","Lima Sur","-12.092873","-76.866795","interseccion principal","si"
"865","Barranco_865","Barranco","Lima Sur","-12.142284","-77.008269","rotonda","no"
"866","Ate_866","Ate","Lima Este","-12.100186","-77.012034","cruce","si"
"867","Ate_867","Ate","Lima Este","-12.21795","-77.10443","interseccion principal","si"
"868","Chorrillos_868","Chorrillos","Lima Sur","-11.927781","-76.885774","rotonda","si"
"869","Barranco_869","Barranco","Lima Sur","-12.16871","-77.13317","cruce","no"
"870","Villa El Salvador_870","Villa El Salvador","Lima Sur","-12.074462","-76.995826","interseccion principal","no"
"871","Villa El Salvador_871","Villa El Salvador","Lima Sur","-12.049383","-77.158015","rotonda","si"
"872","San Borja_872","San Borja","Lima Centro","-12.164963","-76.905889","interseccion principal","si"
"873","Villa El Salvador_873","Villa El Salvador","Lima Sur","-11.974766","-76.92717","interseccion principal","no"
"874","San Borja_874","San Borja","Lima Centro","-12.206201","-76.998146","rotonda","no"
"875","San Miguel_875","San Miguel","Lima Oeste","-12.226667","-77.189863","cruce","no"
"876","Comas_876","Comas","Lima Norte","-12.126005","-76.903604","cruce","si"
"877","Ate_877","Ate","Lima Este","-12.205082","-76.880897","cruce","si"
"878","San Miguel_878","San Miguel","Lima Oeste","-12.148678","-77.117418","cruce","no"
"879","San Isidro_879","San Isidro","Lima Centro","-12.094648","-76.953294","cruce","si"
"880","San Isidro_880","San Isidro","Lima Centro","-12.090415","-77.167424","interseccion principal","si"
"881","Ate_881","Ate","Lima Este","-12.185889","-77.175143","cruce","no"
"882","Callao_882","Callao","Lima Oeste","-12.231602","-76.965892","cruce","si"
"883","Barranco_883","Barranco","Lima Sur","-11.861694","-76.85464","cruce","no"
"884","Surco_884","Surco","Lima Sur","-12.050316","-77.052055","interseccion principal","no"
"885","San Juan de Lurigancho_885","San Juan de Lurigancho","Lima Este","-12.168712","-77.006966","cruce","no"
"886","Comas_886","Comas","Lima Norte","-11.915695","-77.071237","interseccion principal","no"
"887","Miraflores_887","Miraflores","Lima Sur","-11.944832","-77.083037","cruce","no"
"888","Chorrillos_888","Chorrillos","Lima Sur","-12.160068","-76.926899","cruce","no"
"889","Miraflores_889","Miraflores","Lima Sur","-11.979004","-76.99177","interseccion principal","no"
"890","Barranco_890","Barranco","Lima Sur","-11.948602","-76.923661","interseccion principal","si"
"891","Callao_891","Callao","Lima Oeste","-11.901037","-77.190119","interseccion principal","si"
"892","Villa El Salvador_892","Villa El Salvador","Lima Sur","-12.15511","-76.918977","rotonda","no"
"893","Miraflores_893","Miraflores","Lima Sur","-11.986766","-77.140976","cruce","si"
"894","Los Olivos_894","Los Olivos","Lima Norte","-11.983723","-76.87212","interseccion principal","si"
"895","Villa El Salvador_895","Villa El Salvador","Lima Sur","-11.876994","-77.157947","cruce","no"
"896","La Molina_896","La Molina","Lima Este","-11.902383","-76.850271","cruce","si"
"897","San Borja_897","San Borja","Lima Centro","-12.118982","-77.123018","rotonda","no"
"898","Villa El Salvador_898","Villa El Salvador","Lima Sur","-11.958051","-76.931077","rotonda","no"
"899","Barranco_899","Barranco","Lima Sur","-12.224287","-76.942004","rotonda","si"
"900","San Isidro_900","San Isidro","Lima Centro","-11.920647","-76.908016","interseccion principal","no"
"901","La Molina_901","La Molina","Lima Este","-11.915862","-77.058671","interseccion principal","no"
"902","Los Olivos_902","Los Olivos","Lima Norte","-11.927201","-77.125776","interseccion principal","si"
"903","San Borja_903","San Borja","Lima Centro","-11.978188","-76.981249","interseccion principal","si"
"904","Comas_904","Comas","Lima Norte","-12.189249","-76.933752","rotonda","no"
"905","Callao_905","Callao","Lima Oeste","-12.032741","-77.010193","rotonda","no"
"906","Chorrillos_906","Chorrillos","Lima Sur","-12.151496","-76.953336","cruce","si"
"907","Callao_907","Callao","Lima Oeste","-11.936936","-77.144747","rotonda","si"
"908","Rimac_908","Rimac","Lima Centro","-12.244735","-76.874023","interseccion principal","si"
"909","La Molina_909","La Molina","Lima Este","-11.956088","-76.990735","cruce","si"
"910","Villa El Salvador_910","Villa El Salvador","Lima Sur","-12.174528","-77.031007","cruce","no"
"911","Villa El Salvador_911","Villa El Salvador","Lima Sur","-11.88643","-77.185318","interseccion principal","no"
"912","Barranco_912","Barranco","Lima Sur","-12.206691","-76.901371","rotonda","no"
"913","Surco_913","Surco","Lima Sur","-12.044853","-76.879273","interseccion principal","no"
"914","Los Olivos_914","Los Olivos","Lima Norte","-12.178189","-76.943598","cruce","no"
"915","San Miguel_915","San Miguel","Lima Oeste","-11.964195","-77.146859","cruce","no"
"916","Callao_916","Callao","Lima Oeste","-11.891024","-77.075064","interseccion principal","si"
"917","Surco_917","Surco","Lima Sur","-12.204797","-77.035767","rotonda","no"
"918","Villa El Salvador_918","Villa El Salvador","Lima Sur","-12.112581","-77.083994","cruce","si"
"919","Rimac_919","Rimac","Lima Centro","-12.204238","-77.145174","interseccion principal","si"
"920","Comas_920","Comas","Lima Norte","-11.886915","-77.020626","cruce","si"
"921","Chorrillos_921","Chorrillos","Lima Sur","-11.896864","-77.054363","cruce","no"
"922","Los Olivos_922","Los Olivos","Lima Norte","-12.06607","-77.021246","rotonda","no"
"923","La Molina_923","La Molina","Lima Este","-12.200956","-76.914748","cruce","si"
"924","San Miguel_924","San Miguel","Lima Oeste","-12.030759","-76.990146","interseccion principal","no"
"925","Surco_925","Surco","Lima Sur","-12.126163","-76.914332","interseccion principal","si"
"926","San Miguel_926","San Miguel","Lima Oeste","-12.070756","-77.092428","interseccion principal","si"
"927","San Miguel_927","San Miguel","Lima Oeste","-12.17841","-76.96611","interseccion principal","si"
"928","Barranco_928","Barranco","Lima Sur","-11.939429","-77.08549","cruce","si"
"929","San Miguel_929","San Miguel","Lima Oeste","-12.220377","-77.143511","cruce","si"
"930","Chorrillos_930","Chorrillos","Lima Sur","-11.919075","-77.179166","cruce","si"
"931","San Miguel_931","San Miguel","Lima Oeste","-11.85913","-77.161505","rotonda","si"
"932","San Juan de Lurigancho_932","San Juan de Lurigancho","Lima Este","-12.053616","-76.992401","interseccion principal","no"
"933","Comas_933","Comas","Lima Norte","-11.922109","-76.933473","interseccion principal","no"
"934","San Miguel_934","San Miguel","Lima Oeste","-11.87763","-77.008064","rotonda","no"
"935","Comas_935","Comas","Lima Norte","-12.148413","-77.019907","interseccion principal","no"
"936","Barranco_936","Barranco","Lima Sur","-11.941696","-76.871642","interseccion principal","no"
"937","Comas_937","Comas","Lima Norte","-12.114949","-76.911069","interseccion principal","si"
"938","San Borja_938","San Borja","Lima Centro","-11.989257","-76.883387","cruce","no"
"939","Los Olivos_939","Los Olivos","Lima Norte","-11.995331","-76.874308","cruce","si"
"940","San Borja_940","San Borja","Lima Centro","-11.971818","-77.117344","cruce","no"
"941","San Juan de Lurigancho_941","San Juan de Lurigancho","Lima Este","-12.239759","-77.162234","rotonda","no"
"942","Barranco_942","Barranco","Lima Sur","-11.977529","-76.905726","rotonda","si"
"943","Rimac_943","Rimac","Lima Centro","-11.850419","-76.98455","interseccion principal","no"
"944","San Juan de Lurigancho_944","San Juan de Lurigancho","Lima Este","-12.198194","-76.857188","cruce","no"
"945","Callao_945","Callao","Lima Oeste","-11.94217","-76.997467","rotonda","no"
"946","Barranco_946","Barranco","Lima Sur","-12.165109","-76.892893","interseccion principal","no"
"947","Los Olivos_947","Los Olivos","Lima Norte","-12.109528","-77.176771","rotonda","si"
