"origen","destino","tipo_via","distancia_km","tiempo_min","nivel_trafico","trafico","capacidad","velocidad_max","prioridad_via","bidireccional"
"Los Olivos_738","Callao_65","avenida","7","14","2","trafico moderado","60","50","baja","no"
"Callao_1083","Los Olivos_583","avenida","4","17","3","trafico alto","250","50","alta","no"
"Chorrillos_1243","Barranco_406","calle","1","2","2","trafico moderado","60","30","baja","si"
"Barranco_177","Surco_1378","autopista","8","21","2","trafico moderado","40","80","media","no"
"San Isidro_1149","San Borja_530","calle","1","3","3","trafico alto","150","30","media","no"
"San Isidro_397","San Borja_1138","calle","3","14","4","trafico extremo","250","30","baja","si"
"Callao_271","San Miguel_454","autopista","13","44","1","trafico libre","40","80","baja","si"
"Ate_236","La Molina_1295","avenida","10","22","2","trafico moderado","150","50","media","no"
"San Miguel_417","San Isidro_209","calle","3","6","3","trafico alto","250","40","baja","si"
"Surco_1082","San Borja_1282","calle","5","24","2","trafico moderado","250","40","baja","si"
"Villa El Salvador_492","Chorrillos_288","autopista","8","21","1","trafico libre","40","80","baja","si"
"San Isidro_21","Miraflores_419","calle","3","7","2","trafico moderado","500","40","alta","si"
"Chorrillos_1026","Barranco_899","autopista","14","50","2","trafico moderado","40","100","media","si"
"Rimac_1422","San Isidro_1086","avenida","4","18","2","trafico moderado","40","50","media","no"
"Rimac_1215","Comas_1277","calle","5","18","3","trafico alto","100","30","baja","si"
"La Molina_473","Surco_458","avenida","10","26","2","trafico moderado","40","60","alta","no"
"Los Olivos_1481","Callao_1421","autopista","15","67","1","trafico libre","150","80","media","si"
"Barranco_1120","Chorrillos_59","autopista","8","21","2","trafico moderado","60","100","baja","si"
"Los Olivos_206","Comas_1137","avenida","3","9","3","trafico alto","100","60","alta","si"
"Ate_1034","La Molina_812","avenida","4","17","2","trafico moderado","40","50","alta","no"
"San Juan de Lurigancho_72","Rimac_112","calle","4","11","4","trafico extremo","500","30","baja","si"
"Comas_834","Rimac_1186","avenida","3","7","3","trafico alto","60","60","media","si"
"La Molina_1181","Ate_648","avenida","9","22","1","trafico libre","40","60","media","no"
"San Miguel_924","San Isidro_118","autopista","15","65","2","trafico moderado","40","100","alta","no"
"Rimac_385","San Isidro_84","avenida","6","18","3","trafico alto","100","60","baja","si"
"Miraflores_1062","Barranco_121","calle","5","17","3","trafico alto","250","40","media","no"
"Chorrillos_341","Barranco_869","avenida","7","27","3","trafico alto","150","60","baja","no"
"Los Olivos_902","Comas_26","avenida","9","23","3","trafico alto","100","50","alta","no"
"La Molina_473","Surco_51","calle","3","11","3","trafico alto","40","40","alta","no"
"San Borja_1168","Surco_727","avenida","8","25","3","trafico alto","500","60","alta","no"
"San Juan de Lurigancho_328","Rimac_1457","avenida","7","26","3","trafico alto","250","50","baja","no"
"Rimac_124","Comas_1337","autopista","15","70","1","trafico libre","250","100","media","si"
"Barranco_181","Surco_1379","autopista","15","71","2","trafico moderado","150","80","media","si"
"San Juan de Lurigancho_1335","Rimac_87","autopista","11","29","2","trafico moderado","150","100","alta","no"
"Los Olivos_854","Callao_961","calle","3","14","2","trafico moderado","150","30","alta","no"
"San Miguel_155","Callao_220","calle","3","11","4","trafico extremo","250","30","media","si"
"Surco_1082","La Molina_1098","avenida","6","29","3","trafico alto","150","60","media","si"
"San Juan de Lurigancho_1199","Ate_1471","calle","3","13","2","trafico moderado","150","40","alta","si"
"Surco_409","Barranco_148","avenida","8","29","1","trafico libre","40","50","alta","no"
"Comas_320","Los Olivos_731","autopista","13","31","2","trafico moderado","150","100","media","si"
"Ate_670","San Juan de Lurigancho_1023","avenida","10","47","3","trafico alto","500","60","baja","no"
"San Isidro_179","San Borja_1298","calle","3","15","4","trafico extremo","500","30","media","si"
"Surco_237","San Borja_1474","avenida","9","42","2","trafico moderado","40","60","baja","si"
"La Molina_1419","Surco_1498","autopista","8","21","1","trafico libre","250","100","alta","no"
"San Miguel_915","San Isidro_1316","avenida","7","15","2","trafico moderado","150","60","alta","si"
"Callao_801","Los Olivos_614","calle","1","5","4","trafico extremo","250","40","media","si"
"Rimac_326","Comas_834","avenida","5","23","1","trafico libre","100","60","baja","si"
"La Molina_290","Ate_622","avenida","9","24","1","trafico libre","150","60","baja","si"
"Rimac_326","Comas_1296","avenida","5","17","3","trafico alto","100","50","alta","si"
"Los Olivos_200","Comas_559","calle","2","8","2","trafico moderado","250","40","media","si"
"San Miguel_1233","Callao_199","autopista","13","40","2","trafico moderado","60","80","alta","si"
"Los Olivos_529","Comas_728","autopista","11","54","1","trafico libre","150","80","alta","si"
"San Isidro_1364","Rimac_326","avenida","10","29","2","trafico moderado","250","60","baja","si"
"Callao_1424","San Miguel_127","avenida","6","13","3","trafico alto","60","50","media","no"
"Los Olivos_442","Callao_830","autopista","8","30","2","trafico moderado","150","80","baja","no"
"Los Olivos_914","Callao_1307","avenida","6","26","3","trafico alto","150","60","baja","si"
"Miraflores_953","San Isidro_774","autopista","14","45","2","trafico moderado","60","80","alta","no"
"Villa El Salvador_1065","Surco_359","calle","4","20","2","trafico moderado","150","40","media","no"
"Barranco_1052","Surco_110","calle","4","17","3","trafico alto","250","30","media","si"
"San Miguel_421","Callao_303","calle","2","7","2","trafico moderado","150","30","alta","no"
"Los Olivos_389","Comas_564","avenida","3","15","2","trafico moderado","40","50","baja","si"
"Rimac_1212","San Isidro_212","autopista","9","40","2","trafico moderado","500","80","alta","si"
"Callao_27","Los Olivos_315","calle","3","7","2","trafico moderado","60","40","media","si"
"Los Olivos_1477","Comas_709","calle","2","8","2","trafico moderado","250","30","baja","si"
"Barranco_276","Chorrillos_424","avenida","4","12","2","trafico moderado","40","60","media","no"
"Chorrillos_59","Villa El Salvador_1322","avenida","6","13","3","trafico alto","40","50","baja","no"
"Rimac_402","Comas_740","autopista","15","71","2","trafico moderado","40","80","alta","si"
"Chorrillos_366","Barranco_1272","calle","1","4","2","trafico moderado","150","40","media","no"
"Rimac_210","Comas_461","calle","2","4","4","trafico extremo","40","40","alta","si"
"San Miguel_707","Callao_1396","avenida","3","7","2","trafico moderado","250","50","media","no"
"Callao_830","Los Olivos_772","autopista","8","20","2","trafico moderado","40","80","baja","si"
"Chorrillos_647","Barranco_1167","avenida","4","20","1","trafico libre","40","50","alta","si"
"Chorrillos_37","Villa El Salvador_1159","calle","3","10","2","trafico moderado","150","30","alta","si"
"San Isidro_768","San Borja_1248","calle","4","9","2","trafico moderado","100","40","alta","no"
"Villa El Salvador_316","Surco_1206","autopista","15","37","1","trafico libre","500","100","media","si"
"Chorrillos_361","Barranco_775","autopista","13","53","2","trafico moderado","500","100","media","no"
"San Miguel_489","Callao_1084","calle","1","2","2","trafico moderado","100","40","alta","no"
"Ate_495","San Juan de Lurigancho_1484","calle","3","14","3","trafico alto","40","40","alta","si"
"Rimac_111","Comas_469","autopista","10","20","2","trafico moderado","500","100","alta","si"
"Villa El Salvador_587","Surco_444","calle","2","9","3","trafico alto","60","40","media","si"
"Barranco_890","Miraflores_1340","calle","4","16","3","trafico alto","60","30","media","si"
"Rimac_1363","San Isidro_1079","avenida","6","28","3","trafico alto","500","50","alta","si"
"San Juan de Lurigancho_1199","Rimac_260","calle","2","6","2","trafico moderado","150","30","alta","no"
"Ate_770","San Juan de Lurigancho_1358","calle","2","7","4","trafico extremo","150","40","alta","no"
"Miraflores_612","Surco_1171","avenida","10","44","3","trafico alto","150","50","baja","no"
"Chorrillos_607","Barranco_156","avenida","7","28","1","trafico libre","40","60","baja","no"
"Ate_749","La Molina_1127","avenida","5","24","2","trafico moderado","40","50","baja","no"
"San Miguel_325","San Isidro_734","autopista","11","40","1","trafico libre","100","80","alta","no"
"La Molina_1436","Ate_1132","avenida","5","22","1","trafico libre","40","50","alta","si"
"Los Olivos_251","Comas_324","autopista","11","38","2","trafico moderado","250","100","alta","no"
"Ate_357","San Juan de Lurigancho_615","autopista","12","46","1","trafico libre","500","80","media","si"
"Villa El Salvador_873","Surco_403","autopista","15","31","1","trafico libre","250","80","media","si"
"Villa El Salvador_282","Chorrillos_429","avenida","4","12","3","trafico alto","150","60","baja","no"
"La Molina_1381","Ate_1222","autopista","13","65","2","trafico moderado","100","100","alta","no"
"La Molina_1485","Ate_743","avenida","5","13","3","trafico alto","500","50","baja","no"
"San Isidro_414","Miraflores_392","autopista","12","34","2","trafico moderado","60","100","alta","no"
"La Molina_736","Ate_1410","calle","1","4","4","trafico extremo","500","40","alta","no"
"Ate_1431","San Juan de Lurigancho_1106","calle","1","2","4","trafico extremo","60","30","media","si"
"San Juan de Lurigancho_140","Rimac_908","autopista","10","27","2","trafico moderado","500","80","alta","si"
"Miraflores_828","San Isidro_662","autopista","8","21","2","trafico moderado","60","80","media","no"
"La Molina_186","Surco_444","calle","3","15","4","trafico extremo","40","30","alta","si"
"Ate_1147","La Molina_290","autopista","10","43","1","trafico libre","100","100","baja","no"
"Barranco_70","Surco_821","calle","5","22","4","trafico extremo","250","30","baja","no"
"La Molina_290","Ate_241","autopista","15","34","1","trafico libre","100","80","alta","no"
"Los Olivos_1053","Callao_295","avenida","5","11","2","trafico moderado","500","60","alta","si"
"Rimac_326","San Isidro_702","avenida","3","13","3","trafico alto","100","50","alta","si"
"La Molina_970","Surco_746","autopista","11","52","2","trafico moderado","40","80","media","no"
"San Juan de Lurigancho_1101","Rimac_609","avenida","3","6","1","trafico libre","60","50","alta","no"
"Los Olivos_88","Comas_935","calle","3","15","2","trafico moderado","500","40","media","no"
"Rimac_1096","San Isidro_734","autopista","9","26","2","trafico moderado","250","100","baja","no"
"San Juan de Lurigancho_1179","Ate_1471","avenida","9","29","3","trafico alto","40","50","baja","no"
"Surco_852","San Borja_46","autopista","11","28","2","trafico moderado","60","100","baja","no"
"Chorrillos_23","Villa El Salvador_1500","avenida","10","41","1","trafico libre","500","50","baja","no"
"Miraflores_652","San Isidro_1369","calle","3","11","2","trafico moderado","60","30","alta","no"
"Villa El Salvador_911","Surco_1057","calle","3","12","4","trafico extremo","60","40","baja","si"
"Rimac_443","San Isidro_626","autopista","15","44","1","trafico libre","40","80","baja","si"
"Comas_1331","Los Olivos_1477","calle","2","5","3","trafico alto","250","30","baja","no"
"Surco_1464","La Molina_89","avenida","4","11","2","trafico moderado","150","50","alta","no"
"Rimac_1398","San Isidro_702","autopista","14","46","2","trafico moderado","40","80","baja","si"
"Los Olivos_772","Comas_660","calle","5","20","4","trafico extremo","60","30","alta","si"
"Los Olivos_513","Callao_961","autopista","10","43","2","trafico moderado","60","80","baja","no"
"Comas_336","Los Olivos_315","calle","1","2","4","trafico extremo","100","30","baja","no"
"San Miguel_317","Callao_1228","calle","1","4","4","trafico extremo","500","30","alta","si"
"San Juan de Lurigancho_1335","Ate_1032","calle","2","7","4","trafico extremo","250","40","media","si"
"Los Olivos_738","Callao_1228","autopista","8","24","2","trafico moderado","250","80","media","no"
"Barranco_582","Miraflores_887","calle","4","16","3","trafico alto","150","40","baja","si"
"Surco_515","La Molina_1074","autopista","9","34","1","trafico libre","150","100","media","si"
"San Miguel_831","San Isidro_1174","avenida","4","16","3","trafico alto","150","50","media","si"
"La Molina_703","San Borja_498","calle","2","6","4","trafico extremo","250","30","media","no"
"San Borja_1386","La Molina_1077","calle","4","11","2","trafico moderado","60","30","baja","si"
"Miraflores_1438","Surco_1214","autopista","10","47","1","trafico libre","100","100","media","no"
"Los Olivos_954","Comas_808","avenida","4","14","1","trafico libre","250","50","media","si"
"San Juan de Lurigancho_490","Ate_54","avenida","7","24","1","trafico libre","40","50","baja","no"
"La Molina_290","San Borja_1488","calle","1","4","4","trafico extremo","60","30","alta","no"
"Barranco_737","Surco_586","calle","5","10","3","trafico alto","100","40","media","no"
"San Miguel_1010","San Isidro_1292","calle","2","5","4","trafico extremo","60","30","alta","no"
"San Isidro_1475","Miraflores_739","avenida","7","35","2","trafico moderado","60","60","baja","si"
"San Isidro_613","Rimac_785","avenida","8","24","3","trafico alto","150","50","alta","no"
"Miraflores_526","Barranco_151","calle","2","10","3","trafico alto","150","30","baja","no"
"San Juan de Lurigancho_623","Rimac_260","avenida","3","12","1","trafico libre","150","60","media","si"
"Los Olivos_1048","Callao_983","calle","2","4","4","trafico extremo","150","40","alta","no"
"La Molina_1295","Surco_523","avenida","10","44","2","trafico moderado","40","60","media","si"
"Callao_1084","San Miguel_1468","calle","3","15","2","trafico moderado","40","30","baja","no"
"San Miguel_1115","Callao_1451","avenida","5","22","2","trafico moderado","40","50","alta","no"
"San Juan de Lurigancho_723","Rimac_685","avenida","8","20","3","trafico alto","500","60","media","si"
"Villa El Salvador_1065","Chorrillos_676","autopista","13","56","2","trafico moderado","60","100","alta","no"
"Ate_501","San Juan de Lurigancho_641","calle","5","15","4","trafico extremo","60","30","media","si"
"Ate_241","La Molina_1142","autopista","10","39","2","trafico moderado","500","100","alta","si"
"Miraflores_893","Barranco_630","avenida","4","16","3","trafico alto","100","50","alta","no"
"Miraflores_466","San Isidro_1371","calle","3","9","3","trafico alto","100","40","baja","no"
"Barranco_1120","Miraflores_80","avenida","4","10","2","trafico moderado","250","60","baja","no"
"Los Olivos_312","Callao_286","avenida","7","23","1","trafico libre","150","50","baja","si"
"Rimac_12","Comas_324","calle","2","10","3","trafico alto","500","30","alta","no"
"Los Olivos_1487","Callao_1122","autopista","11","30","1","trafico libre","60","80","alta","si"
"Miraflores_977","San Isidro_1259","autopista","13","62","1","trafico libre","500","100","media","si"
"Miraflores_806","Surco_1412","calle","1","3","3","trafico alto","150","40","alta","no"
"Miraflores_227","San Isidro_1217","avenida","3","15","2","trafico moderado","150","50","baja","si"
"San Isidro_553","San Borja_673","avenida","7","14","3","trafico alto","150","60","alta","si"
"San Borja_171","Surco_97","autopista","9","28","2","trafico moderado","500","100","alta","no"
"Callao_592","Los Olivos_450","autopista","8","39","2","trafico moderado","250","80","baja","si"
"San Miguel_642","San Isidro_1429","avenida","10","49","2","trafico moderado","60","60","baja","no"
"San Isidro_38","Miraflores_668","autopista","10","50","1","trafico libre","500","100","baja","no"
"San Isidro_1415","Rimac_374","avenida","6","28","1","trafico libre","500","50","alta","no"
"La Molina_551","San Borja_971","autopista","13","27","2","trafico moderado","250","80","alta","no"
"Rimac_340","Comas_1368","avenida","9","34","3","trafico alto","250","50","media","no"
"Los Olivos_605","Comas_278","avenida","5","20","2","trafico moderado","150","50","media","si"
"Los Olivos_93","Comas_1018","autopista","13","34","1","trafico libre","500","100","media","si"
"Los Olivos_803","Comas_525","avenida","9","20","2","trafico moderado","500","50","alta","no"
"Comas_320","Rimac_718","calle","4","11","2","trafico moderado","60","30","alta","si"
"Callao_65","San Miguel_15","calle","5","16","3","trafico alto","250","30","media","no"
"Comas_336","Los Olivos_8","avenida","3","6","1","trafico libre","40","50","baja","no"
"San Isidro_879","Miraflores_1273","avenida","4","14","1","trafico libre","250","60","media","si"
"Villa El Salvador_577","Surco_415","avenida","8","34","3","trafico alto","500","50","media","si"
"San Isidro_1209","San Borja_113","calle","2","7","3","trafico alto","500","30","media","si"
"San Miguel_507","Callao_345","calle","5","25","3","trafico alto","500","40","alta","no"
"Chorrillos_645","Villa El Salvador_762","calle","5","19","2","trafico moderado","500","30","media","no"
"Los Olivos_64","Callao_779","calle","4","20","2","trafico moderado","150","40","media","no"
"Villa El Salvador_1113","Chorrillos_835","avenida","7","27","3","trafico alto","40","50","alta","no"
"San Miguel_683","San Isidro_209","avenida","9","39","2","trafico moderado","500","50","media","si"
"San Miguel_432","San Isidro_1283","avenida","4","13","3","trafico alto","60","50","baja","si"
"Ate_995","La Molina_131","autopista","11","45","2","trafico moderado","150","80","baja","si"
"Surco_1387","Barranco_1473","calle","2","8","4","trafico extremo","100","40","baja","si"
"San Juan de Lurigancho_1106","Rimac_111","calle","3","10","4","trafico extremo","500","40","baja","si"
"Villa El Salvador_146","Chorrillos_1192","avenida","8","35","1","trafico libre","500","60","alta","si"
"Miraflores_157","Surco_423","autopista","15","33","1","trafico libre","150","80","alta","no"
"Barranco_534","Surco_17","avenida","8","29","1","trafico libre","150","50","media","si"
"San Miguel_182","Callao_907","calle","4","13","3","trafico alto","500","30","media","no"
"San Borja_1433","San Isidro_211","avenida","5","17","2","trafico moderado","150","50","alta","si"
"Rimac_596","San Isidro_702","calle","4","11","4","trafico extremo","150","30","alta","si"
"Los Olivos_425","Callao_204","calle","5","13","4","trafico extremo","250","40","baja","si"
"San Borja_178","Surco_1057","avenida","4","15","3","trafico alto","40","50","baja","si"
"San Juan de Lurigancho_1388","Ate_1218","autopista","8","33","1","trafico libre","500","100","baja","no"
"San Isidro_626","Miraflores_1044","avenida","10","25","2","trafico moderado","250","60","baja","si"
"San Miguel_765","San Isidro_616","avenida","3","14","1","trafico libre","500","60","media","no"
"Barranco_1119","Chorrillos_1","autopista","15","42","2","trafico moderado","150","100","media","si"
"San Isidro_774","San Borja_1495","autopista","13","63","1","trafico libre","500","80","baja","no"
"Ate_561","La Molina_1107","autopista","9","28","1","trafico libre","150","80","media","si"
"La Molina_846","Ate_236","avenida","4","9","3","trafico alto","150","50","alta","no"
"Comas_336","Rimac_664","autopista","14","43","2","trafico moderado","500","80","media","no"
"La Molina_816","Ate_1496","calle","5","18","2","trafico moderado","40","40","alta","si"
"Chorrillos_1224","Barranco_248","autopista","15","65","2","trafico moderado","250","80","media","si"
"San Borja_1210","San Isidro_1219","autopista","13","26","2","trafico moderado","150","80","media","si"
"Miraflores_327","Barranco_183","calle","4","20","4","trafico extremo","500","30","media","si"
"Chorrillos_607","Villa El Salvador_1322","autopista","15","43","1","trafico libre","150","80","alta","no"
"San Miguel_1468","Callao_916","autopista","15","30","2","trafico moderado","500","80","alta","no"
"Rimac_943","Comas_564","calle","2","8","2","trafico moderado","60","40","baja","si"
"Callao_882","Los Olivos_694","calle","5","17","3","trafico alto","500","30","media","si"
"La Molina_434","Surco_437","autopista","11","39","1","trafico libre","100","80","media","si"
"Villa El Salvador_257","Surco_344","calle","1","3","3","trafico alto","40","30","media","no"
"Barranco_1301","Chorrillos_1061","autopista","13","47","2","trafico moderado","100","80","alta","no"
"Villa El Salvador_282","Chorrillos_650","autopista","15","31","2","trafico moderado","500","100","alta","no"
"Callao_983","San Miguel_1420","autopista","8","33","2","trafico moderado","100","100","media","no"
"San Miguel_671","San Isidro_1283","calle","1","3","4","trafico extremo","250","40","baja","si"
"Miraflores_80","San Isidro_1225","autopista","11","24","2","trafico moderado","500","80","media","no"
"Comas_804","Rimac_385","autopista","12","41","1","trafico libre","40","80","media","no"
"Los Olivos_856","Callao_1424","autopista","10","27","1","trafico libre","60","100","alta","si"
"Villa El Salvador_805","Surco_745","avenida","7","34","1","trafico libre","150","60","baja","si"
"Barranco_63","Miraflores_1044","autopista","11","48","1","trafico libre","250","80","media","no"
"San Isidro_553","Rimac_722","avenida","4","15","2","trafico moderado","100","60","baja","no"
"San Isidro_338","San Borja_1015","autopista","9","45","1","trafico libre","150","80","alta","si"
"La Molina_657","Surco_1214","autopista","14","64","1","trafico libre","500","100","alta","no"
"Surco_1028","La Molina_1447","calle","2","6","4","trafico extremo","250","40","baja","no"
"San Isidro_98","Rimac_260","calle","4","16","3","trafico alto","100","40","media","si"
"San Borja_135","San Isidro_1225","avenida","8","31","1","trafico libre","500","60","alta","si"
"Villa El Salvador_577","Chorrillos_176","avenida","7","17","1","trafico libre","150","50","alta","si"
"Los Olivos_348","Callao_436","avenida","4","16","3","trafico alto","150","60","baja","no"
"San Borja_178","Surco_403","avenida","4","9","1","trafico libre","60","50","media","no"
"Villa El Salvador_1263","Surco_1105","autopista","14","40","2","trafico moderado","150","80","alta","si"
"Rimac_943","San Isidro_699","autopista","11","50","2","trafico moderado","100","80","alta","no"
"Miraflores_828","Surco_1028","calle","2","5","2","trafico moderado","500","40","baja","no"
"San Miguel_1374","San Isidro_616","calle","4","15","2","trafico moderado","40","40","baja","si"
"Villa El Salvador_762","Chorrillos_1408","autopista","12","33","2","trafico moderado","250","80","alta","si"
"San Juan de Lurigancho_996","Rimac_210","avenida","6","25","2","trafico moderado","60","60","media","si"
"Barranco_1173","Surco_1425","avenida","6","26","2","trafico moderado","100","50","media","no"
"San Borja_413","La Molina_1453","calle","5","25","2","trafico moderado","150","40","baja","no"
"Comas_761","Los Olivos_751","calle","4","11","4","trafico extremo","60","30","alta","no"
"Ate_1064","San Juan de Lurigancho_885","calle","2","7","2","trafico moderado","250","30","media","si"
"San Juan de Lurigancho_608","Rimac_596","calle","3","15","2","trafico moderado","250","40","baja","si"
"Rimac_260","Comas_130","calle","3","7","4","trafico extremo","150","30","baja","si"
"Chorrillos_1243","Barranco_1320","autopista","12","60","2","trafico moderado","100","100","media","si"
"San Miguel_924","Callao_916","autopista","11","32","2","trafico moderado","150","100","media","si"
"Los Olivos_172","Callao_1424","avenida","5","24","3","trafico alto","250","60","alta","no"
"Surco_386","San Borja_1060","avenida","5","17","2","trafico moderado","100","50","alta","no"
"Callao_1353","San Miguel_1102","calle","5","18","3","trafico alto","150","30","baja","no"
"Miraflores_157","Barranco_34","autopista","12","52","1","trafico libre","250","100","baja","si"
"Miraflores_227","Barranco_1141","avenida","7","20","2","trafico moderado","40","60","alta","no"
"San Isidro_1429","Miraflores_1434","autopista","11","42","1","trafico libre","250","100","baja","no"
"Barranco_708","Surco_864","calle","2","6","3","trafico alto","60","30","media","no"
"Barranco_1260","Chorrillos_341","calle","4","8","2","trafico moderado","500","30","alta","no"
"San Juan de Lurigancho_1329","Ate_1155","avenida","4","20","3","trafico alto","40","50","media","si"
"San Isidro_73","Miraflores_584","calle","3","13","2","trafico moderado","60","30","baja","no"
"Villa El Salvador_822","Surco_1091","autopista","11","36","2","trafico moderado","150","80","alta","no"
"San Isidro_1163","Miraflores_889","autopista","12","57","2","trafico moderado","60","80","media","si"
"Los Olivos_894","Callao_27","avenida","6","30","3","trafico alto","60","50","baja","si"
"San Juan de Lurigancho_219","Rimac_258","calle","3","12","4","trafico extremo","100","30","media","no"
"Villa El Salvador_822","Surco_515","avenida","3","6","2","trafico moderado","250","50","media","si"
"Comas_855","Rimac_1269","avenida","5","22","3","trafico alto","60","50","media","si"
"Rimac_1024","Comas_595","autopista","11","34","1","trafico libre","150","100","media","no"
"Miraflores_988","Surco_16","calle","2","5","3","trafico alto","100","40","alta","si"
"Barranco_1070","Surco_110","calle","2","8","3","trafico alto","40","40","baja","si"
"San Isidro_1369","Miraflores_820","autopista","12","32","2","trafico moderado","100","80","alta","si"
"Barranco_1260","Chorrillos_361","autopista","12","57","1","trafico libre","60","100","media","no"
"Villa El Salvador_1221","Surco_821","calle","3","12","2","trafico moderado","40","30","media","si"
"Comas_26","Los Olivos_788","calle","3","7","4","trafico extremo","500","40","media","si"
"San Isidro_616","Miraflores_828","calle","4","13","3","trafico alto","100","40","media","si"
"San Borja_1327","La Molina_1295","calle","2","6","4","trafico extremo","150","40","alta","si"
"La Molina_861","San Borja_542","avenida","6","17","3","trafico alto","60","50","baja","si"
"Chorrillos_965","Barranco_1370","calle","5","20","4","trafico extremo","150","30","baja","no"
"Chorrillos_1489","Barranco_29","calle","4","19","4","trafico extremo","100","40","media","no"
"San Juan de Lurigancho_294","Rimac_1135","autopista","9","34","1","trafico libre","100","80","alta","no"
"Ate_54","La Molina_1226","avenida","8","34","1","trafico libre","150","60","alta","si"
"Los Olivos_1053","Callao_1228","avenida","8","33","2","trafico moderado","40","60","baja","no"
"Barranco_1272","Miraflores_1265","calle","3","13","4","trafico extremo","150","30","media","no"
"Rimac_1212","San Isidro_1415","autopista","11","33","1","trafico libre","60","80","alta","no"
"San Borja_228","La Molina_736","calle","5","17","2","trafico moderado","500","40","media","no"
"Los Olivos_939","Comas_1042","autopista","10","45","1","trafico libre","500","100","media","si"
"Rimac_919","Comas_1399","autopista","9","21","2","trafico moderado","60","100","alta","no"
"San Miguel_678","Callao_961","autopista","8","28","2","trafico moderado","500","100","baja","no"
"Villa El Salvador_254","Chorrillos_1486","autopista","14","42","1","trafico libre","60","80","media","no"
"Los Olivos_1148","Comas_937","avenida","6","16","2","trafico moderado","40","60","media","si"
"Surco_1412","Barranco_775","calle","1","3","3","trafico alto","150","40","alta","no"
"Surco_1206","Barranco_737","autopista","15","50","1","trafico libre","500","100","baja","no"
"Chorrillos_557","Barranco_1370","avenida","8","36","1","trafico libre","250","50","baja","si"
"Chorrillos_81","Barranco_890","autopista","12","42","2","trafico moderado","150","100","baja","si"
"Ate_561","La Molina_1098","autopista","14","29","2","trafico moderado","60","80","baja","no"
"San Miguel_765","Callao_393","avenida","3","15","2","trafico moderado","100","60","baja","si"
"Chorrillos_868","Barranco_1472","autopista","15","72","1","trafico libre","250","100","alta","no"
"Surco_1463","San Borja_509","calle","2","5","4","trafico extremo","250","40","alta","si"
"Comas_1397","Rimac_1212","calle","3","6","4","trafico extremo","40","40","alta","si"
"Barranco_624","Chorrillos_690","avenida","9","39","1","trafico libre","100","50","baja","si"
"San Miguel_826","Callao_25","autopista","12","33","2","trafico moderado","500","100","alta","no"
"Barranco_1333","Miraflores_1347","calle","3","9","2","trafico moderado","250","30","media","no"
"Barranco_67","Surco_1152","calle","1","5","3","trafico alto","100","40","alta","no"
"San Borja_1177","La Molina_861","autopista","14","69","2","trafico moderado","100","100","baja","si"
"Villa El Salvador_492","Chorrillos_341","calle","1","5","3","trafico alto","60","40","alta","si"
"Miraflores_526","Barranco_375","autopista","15","57","1","trafico libre","40","80","media","no"
"Chorrillos_557","Villa El Salvador_1402","calle","2","4","3","trafico alto","60","30","baja","no"
"Rimac_1332","San Isidro_397","avenida","5","16","1","trafico libre","100","60","alta","no"
"Los Olivos_1427","Comas_1239","avenida","3","7","3","trafico alto","100","60","media","no"
"San Miguel_875","San Isidro_338","autopista","8","36","2","trafico moderado","250","80","baja","no"
"Rimac_111","Comas_841","calle","3","14","3","trafico alto","150","30","baja","no"
"Miraflores_1456","Barranco_1227","autopista","15","42","2","trafico moderado","60","100","baja","si"
"San Miguel_756","Callao_189","autopista","9","30","1","trafico libre","500","80","baja","si"
"Los Olivos_914","Callao_753","avenida","10","49","1","trafico libre","40","50","alta","no"
"Barranco_604","Chorrillos_198","autopista","15","52","1","trafico libre","250","100","baja","no"
"Los Olivos_93","Comas_1401","calle","3","12","4","trafico extremo","60","40","media","no"
"Surco_680","Barranco_311","calle","1","5","2","trafico moderado","40","40","baja","no"
"Comas_1201","Rimac_786","calle","5","19","2","trafico moderado","40","30","media","no"
"Callao_916","Los Olivos_1361","autopista","12","30","2","trafico moderado","150","100","media","si"
"Chorrillos_782","Villa El Salvador_822","calle","3","11","3","trafico alto","60","30","baja","no"
"La Molina_816","San Borja_354","avenida","10","36","2","trafico moderado","100","60","baja","no"
"Chorrillos_1066","Barranco_974","calle","3","11","3","trafico alto","500","40","media","no"
"Comas_478","Rimac_755","autopista","14","61","1","trafico libre","100","80","alta","no"
"La Molina_1462","Surco_1012","autopista","8","23","1","trafico libre","500","80","baja","no"
"Rimac_87","San Isidro_699","avenida","3","8","2","trafico moderado","500","60","media","no"
"Los Olivos_914","Comas_1318","avenida","6","16","3","trafico alto","250","60","alta","no"
"Barranco_1172","Chorrillos_650","autopista","14","43","1","trafico libre","100","80","alta","no"
"Callao_684","San Miguel_1493","avenida","8","38","1","trafico libre","40","50","baja","no"
"Comas_1337","Rimac_505","calle","4","9","4","trafico extremo","250","30","alta","si"
"San Juan de Lurigancho_723","Rimac_710","autopista","13","45","1","trafico libre","100","100","media","si"
"La Molina_1262","Ate_1155","calle","1","4","3","trafico alto","150","30","baja","si"
"San Borja_90","La Molina_545","calle","3","13","3","trafico alto","150","30","baja","no"
"San Isidro_1279","San Borja_1248","calle","2","8","4","trafico extremo","60","40","alta","no"
"La Molina_957","Ate_770","autopista","13","35","2","trafico moderado","250","100","alta","no"
